,MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
460,60,FV,8004,Inside,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,PConc,544,0,288,832,GasA,Ex,832,1103,0,1935,3,8,Typ,2,552,0,150,0,0,0,0,0,12,2009,New,Partial,263435
461,70,RL,7200,Inside,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,PConc,350,210,0,560,GasA,Ex,575,560,0,1135,3,6,Typ,2,576,256,0,0,0,0,0,0,4,2009,WD,Normal,155000
462,20,RL,8281,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,553,311,0,864,GasA,Gd,864,0,0,864,3,5,Typ,1,360,0,0,236,0,0,0,0,12,2009,WD,Normal,62383
463,70,RL,11988,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,TA,CBlock,326,0,389,715,GasA,Fa,849,811,0,1660,3,6,Typ,1,240,0,0,0,0,0,0,0,8,2008,WD,Normal,188700
464,20,RL,8430,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,616,0,424,1040,GasA,TA,1040,0,0,1040,3,5,Typ,0,0,0,0,0,0,0,0,0,8,2009,WD,Normal,124000
465,120,RM,3072,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1375,1375,GasA,Ex,1414,0,0,1414,2,6,Typ,2,398,144,20,0,0,0,0,0,5,2006,WD,Normal,178740
466,20,RL,10628,Inside,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,Gd,CBlock,778,0,499,1277,GasA,TA,1277,0,0,1277,2,5,Typ,2,526,0,0,0,0,176,0,0,4,2007,WD,Normal,167000
467,70,RL,9480,Inside,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,386,0,342,728,GasA,Ex,888,756,0,1644,3,7,Typ,1,312,168,0,0,0,0,0,0,6,2007,WD,Normal,146500
468,20,RL,11428,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1626,1626,GasA,Ex,1634,0,0,1634,3,7,Typ,3,866,0,44,0,0,0,0,0,5,2007,WD,Normal,250000
469,60,RL,9291,Corner,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,TA,PConc,426,0,406,832,GasA,Ex,832,878,0,1710,3,7,Typ,2,506,144,70,0,0,0,0,0,6,2008,WD,Normal,187000
470,120,RL,6820,Corner,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,TA,PConc,368,1120,0,1488,GasA,TA,1502,0,0,1502,1,4,Typ,2,528,0,54,0,0,140,0,0,6,2010,WD,Normal,212000
471,60,RL,11952,Inside,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,TA,CBlock,0,0,808,808,GasA,TA,1161,808,0,1969,3,8,Typ,2,534,0,0,0,0,276,0,0,11,2007,WD,Normal,190000
472,180,RM,3675,Inside,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,PConc,459,0,88,547,GasA,Ex,1072,0,0,1072,2,5,Typ,2,525,0,28,0,0,0,0,0,6,2008,WD,Normal,148000
473,20,RL,14977,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,TA,PConc,1350,0,626,1976,GasA,Ex,1976,0,0,1976,2,7,Typ,3,908,250,63,0,0,0,0,0,7,2007,New,Partial,440000
474,120,RL,5330,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,TA,PConc,1196,0,298,1494,GasA,Ex,1652,0,0,1652,2,6,Typ,2,499,96,48,0,0,0,0,0,8,2007,WD,Normal,251000
475,20,RL,8480,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,630,0,340,970,GasA,TA,970,0,0,970,2,5,Typ,2,624,0,24,0,0,192,0,0,7,2007,WD,Normal,132500
476,20,RL,13125,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,PConc,994,0,484,1478,GasA,Ex,1493,0,0,1493,3,7,Typ,2,508,140,39,0,0,0,0,0,4,2008,WD,Normal,208900
477,60,RL,13693,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,TA,PConc,0,0,2153,2153,GasA,Ex,2069,574,0,2643,3,9,Typ,3,694,414,84,0,0,0,0,0,3,2007,WD,Normal,380000
478,20,RL,10637,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1288,0,417,1705,GasA,Ex,1718,0,0,1718,3,7,Typ,3,826,208,44,0,0,0,0,0,9,2009,WD,Normal,297000
479,30,RM,5925,Inside,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,TA,BrkTil,168,0,739,907,GasA,TA,1131,0,0,1131,2,7,Typ,2,672,0,72,0,0,0,0,0,3,2007,WD,Alloca,89471
480,20,RL,16033,FR2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1261,0,572,1833,GasA,Ex,1850,0,0,1850,3,8,Typ,3,772,519,112,0,0,0,0,0,3,2006,WD,Normal,326000
481,20,RL,11846,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1567,0,225,1792,GasA,Ex,1792,0,0,1792,2,6,Typ,3,874,206,49,0,0,0,0,0,8,2006,WD,Normal,374000
482,70,RM,2500,Corner,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,TA,PConc,299,0,611,910,GasA,Ex,916,910,0,1826,4,7,Min2,1,164,0,0,0,0,0,0,0,6,2009,WD,Normal,155000
483,120,RM,4500,FR2,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,PConc,897,0,319,1216,GasA,Ex,1216,0,0,1216,2,5,Typ,2,402,0,125,0,0,0,0,0,5,2006,WD,Normal,164000
484,20,RL,7758,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,Gd,CBlock,588,0,411,999,GasA,Gd,999,0,0,999,3,6,Typ,1,264,0,132,0,0,0,0,0,3,2007,WD,Normal,132500
485,20,RL,9600,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,607,0,506,1113,GasA,Gd,1113,0,0,1113,3,5,Typ,1,264,0,80,120,0,0,0,0,7,2009,WD,Normal,147000
486,20,RL,10289,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,TA,CBlock,836,0,237,1073,GasA,TA,1073,0,0,1073,3,6,Typ,2,515,0,0,0,0,0,0,0,6,2007,WD,Normal,156000
487,20,RL,12243,Inside,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,TA,CBlock,998,0,486,1484,GasA,Gd,1484,0,0,1484,3,7,Typ,2,487,224,0,0,0,180,0,0,2,2007,WD,Normal,175000
488,190,RL,10800,Corner,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,CBlock,664,0,290,954,GasA,TA,1766,648,0,2414,3,10,Mod,2,520,142,0,0,0,0,0,0,5,2006,ConLD,Normal,160000
489,180,RM,1526,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,Gd,CBlock,515,0,115,630,GasA,TA,630,0,0,630,1,3,Typ,1,286,0,0,0,0,0,0,0,5,2009,WD,Normal,86000
490,160,RM,2665,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,PConc,0,0,264,264,GasA,TA,616,688,0,1304,3,4,Typ,1,336,141,24,0,0,0,0,0,6,2008,WD,Normal,115000
491,50,RL,9490,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,403,165,238,806,GasA,TA,958,620,0,1578,3,5,Typ,1,240,0,0,32,0,0,0,0,8,2006,WD,Normal,133000
492,60,RL,15578,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,728,728,GasA,Gd,728,728,0,1456,3,8,Typ,2,429,0,0,0,0,0,0,0,5,2006,New,Partial,172785
493,20,RL,7931,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,TA,CBlock,374,532,363,1269,GasA,TA,1269,0,0,1269,3,6,Typ,1,308,0,0,0,0,0,0,0,6,2008,WD,Normal,155000
494,30,RM,5784,Inside,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,TA,BrkTil,0,0,190,190,GasA,Gd,886,0,0,886,2,4,Typ,1,273,144,20,80,0,0,0,0,12,2009,WD,Normal,91300
495,30,C (all),7879,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,495,0,225,720,GasA,TA,720,0,0,720,2,4,Typ,0,0,0,523,115,0,0,0,0,11,2009,WD,Abnorml,34900
496,20,RL,12692,Inside,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,TA,PConc,1231,0,1969,3200,GasA,Ex,3228,0,0,3228,4,10,Typ,2,546,264,75,291,0,0,0,0,5,2007,WD,Normal,430000
497,50,RL,9120,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,PConc,329,0,697,1026,GasA,Ex,1133,687,0,1820,4,8,Typ,1,240,0,100,0,0,0,0,0,6,2008,WD,Normal,184000
498,20,RL,7800,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,TA,PConc,450,0,414,864,GasA,Ex,899,0,0,899,3,5,Typ,1,288,64,0,0,0,0,0,0,6,2009,WD,Normal,130000
499,20,RL,7535,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,111,279,522,912,GasA,Fa,912,0,0,912,2,5,Typ,1,297,12,285,0,0,0,0,480,6,2007,WD,Normal,120000
500,160,RM,1890,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,356,0,316,672,GasA,TA,672,546,0,1218,3,7,Typ,1,264,144,28,0,0,0,0,0,5,2007,WD,Normal,113000
501,60,FV,9803,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,PConc,400,0,466,866,GasA,Gd,866,902,0,1768,3,7,Typ,2,603,0,108,0,0,0,0,0,2,2008,WD,Normal,226700
502,20,RL,9170,Corner,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,TA,CBlock,698,96,420,1214,GasA,Ex,1214,0,0,1214,2,6,Typ,2,461,0,0,184,0,0,0,400,4,2007,WD,Normal,140000
503,20,RL,15602,Inside,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,TA,CBlock,1247,0,254,1501,GasA,TA,1801,0,0,1801,1,6,Typ,2,484,0,54,0,0,161,0,0,3,2010,WD,Normal,289000
504,160,RL,2308,Inside,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,TA,CBlock,257,495,103,855,GasA,TA,855,467,0,1322,3,6,Typ,2,440,260,0,0,0,0,0,0,6,2009,WD,Normal,147000
505,90,RM,7596,Inside,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,0,0,960,960,GasA,Gd,960,1000,0,1960,4,10,Typ,2,400,0,0,0,0,0,0,0,7,2009,COD,Normal,124500
506,60,RL,9554,Inside,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,TA,PConc,380,0,397,777,GasA,Ex,1065,846,0,1911,3,8,Typ,2,471,182,81,0,0,0,0,0,9,2006,WD,Normal,215000
507,20,FV,7862,Inside,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,PConc,27,0,1191,1218,GasA,Ex,1218,0,0,1218,2,4,Typ,2,676,0,102,0,0,0,0,0,9,2009,New,Partial,208300
508,70,RM,9600,Inside,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,Ex,BrkTil,141,0,548,689,GasA,Ex,689,689,0,1378,3,7,Typ,2,360,0,0,116,0,0,0,0,10,2008,WD,Normal,161000
509,20,RL,9600,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,991,0,50,1041,GasA,Ex,1041,0,0,1041,3,6,Typ,1,270,224,88,0,0,0,0,0,7,2009,WD,Normal,124500
510,20,RL,14559,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,650,180,178,1008,GasA,Ex,1363,0,0,1363,2,6,Min1,1,288,324,42,0,0,168,0,2000,6,2009,WD,Normal,164900
511,120,RL,6792,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1368,1368,GasA,Ex,1368,0,0,1368,2,6,Typ,2,474,132,35,0,0,0,0,0,3,2006,New,Partial,202665
512,20,RL,9100,Corner,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,521,174,169,864,GasA,TA,864,0,0,864,3,5,Typ,2,624,0,0,0,0,0,0,0,7,2006,WD,Normal,129900
513,20,RL,9187,Corner,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,336,0,748,1084,GasA,TA,1080,0,0,1080,3,5,Typ,2,484,120,0,158,0,0,0,0,6,2007,WD,Normal,134000
514,45,RL,10594,Inside,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,768,768,Grav,Fa,789,0,0,789,2,5,Typ,1,200,0,0,112,0,0,0,0,6,2007,WD,Normal,96500
515,20,RL,12220,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,TA,CBlock,1436,0,570,2006,GasA,Ex,2020,0,0,2020,3,9,Typ,3,900,156,54,0,0,0,0,0,9,2009,New,Partial,402861
516,80,RL,10448,Corner,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,0,0,689,689,GasA,TA,1378,741,0,2119,3,7,Typ,2,583,0,104,0,0,0,0,0,8,2009,COD,Abnorml,158000
517,60,RL,10208,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1264,1264,GasA,Ex,1277,1067,0,2344,3,7,Typ,3,889,220,0,0,0,0,0,0,7,2009,WD,Normal,265000
518,60,RL,9531,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,PConc,706,0,88,794,GasA,Ex,882,914,0,1796,3,7,Typ,2,546,0,36,0,0,0,0,0,5,2007,WD,Normal,211000
519,70,RL,10918,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,TA,BrkTil,0,0,1276,1276,GasA,Ex,1276,804,0,2080,3,9,Typ,1,282,0,0,0,0,145,0,0,6,2009,WD,Normal,234000
520,190,RL,10800,Inside,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,TA,BrkTil,0,0,0,0,GasA,TA,694,600,0,1294,3,7,Typ,0,0,220,114,210,0,0,0,0,8,2008,WD,Normal,106250
521,20,RL,11988,Corner,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,777,0,467,1244,GasA,Ex,1244,0,0,1244,3,6,Typ,1,336,0,40,0,0,0,0,0,5,2007,WD,Normal,150000
522,50,RM,5000,Corner,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950,Gable,CompShg,CemntBd,CmentBd,Gd,CBlock,399,0,605,1004,GasA,Ex,1004,660,0,1664,3,7,Typ,2,420,0,24,36,0,0,0,0,10,2006,WD,Normal,159000
523,60,RL,40094,Inside,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,TA,PConc,2260,0,878,3138,GasA,Ex,3138,1538,0,4676,3,11,Typ,3,884,208,406,0,0,0,0,0,10,2007,New,Partial,184750
524,60,RL,11787,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,TA,PConc,719,0,660,1379,GasA,Ex,1383,1015,0,2398,3,8,Typ,3,834,239,60,0,0,0,0,0,8,2007,WD,Normal,315750
525,20,FV,7500,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1257,1257,GasA,Ex,1266,0,0,1266,3,6,Typ,2,453,38,144,0,0,0,0,0,4,2006,WD,Normal,176000
526,20,RL,13300,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,377,0,551,928,GasA,TA,928,0,0,928,2,4,Typ,1,252,261,0,156,0,0,0,0,6,2007,WD,Normal,132000
527,60,RL,14948,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1330,0,122,1452,GasA,Ex,1476,1237,0,2713,3,11,Typ,3,858,126,66,0,0,0,0,0,11,2008,New,Partial,446261
528,30,RL,9098,Inside,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,348,0,180,528,GasA,Ex,605,0,0,605,2,5,Typ,0,0,0,0,144,0,0,0,0,7,2007,WD,Normal,86000
529,20,RL,32668,CulDSac,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,Stone,TA,PConc,1219,0,816,2035,GasA,TA,2515,0,0,2515,4,9,Maj1,2,484,0,0,200,0,0,0,0,3,2007,WD,Alloca,200624
530,80,RL,10200,Inside,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,783,0,678,1461,GasA,Ex,1509,0,0,1509,3,5,Typ,2,600,224,0,0,0,0,0,0,8,2008,WD,Abnorml,175000
531,70,RM,6155,FR3,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,611,611,GasA,Ex,751,611,0,1362,3,6,Typ,2,502,0,0,84,0,0,0,0,6,2008,WD,Normal,128000
532,20,RL,7200,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,TA,Slab,0,0,0,0,GasA,Ex,827,0,0,827,2,5,Mod,1,392,0,0,0,0,0,0,0,4,2010,WD,Normal,107500
533,20,RL,5000,Inside,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,VinylSd,Fa,Slab,0,0,0,0,GasA,Fa,334,0,0,334,1,2,Typ,0,0,0,0,0,0,0,0,0,1,2007,WD,Normal,39300
534,60,RL,9056,Inside,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,707,707,GasA,Ex,707,707,0,1414,3,6,Typ,2,403,100,35,0,0,0,0,0,10,2006,WD,Normal,178000
535,190,RL,7000,Inside,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,969,0,148,1117,GasA,TA,820,527,0,1347,3,5,Typ,0,0,85,0,148,0,0,0,0,1,2008,WD,Normal,107500
536,60,RL,8924,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,880,880,GasA,Ex,880,844,0,1724,3,8,Typ,2,527,120,155,0,0,0,0,0,7,2008,WD,Normal,188000
537,20,RL,12735,FR2,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,TA,CBlock,600,0,264,864,GasA,TA,864,0,0,864,3,5,Typ,2,576,216,0,0,0,0,0,0,4,2008,COD,Normal,111250
538,20,RL,11553,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,TA,CBlock,673,0,378,1051,GasA,TA,1159,0,0,1159,3,7,Typ,1,336,466,0,0,0,0,0,0,7,2006,WD,Normal,158000
539,20,RL,11423,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,TA,PConc,1358,0,223,1581,GasA,Ex,1601,0,0,1601,3,6,Typ,2,670,180,0,0,0,0,0,2000,5,2010,WD,Normal,272000
540,20,RL,14601,Inside,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1260,0,578,1838,GasA,Ex,1838,0,0,1838,2,8,Typ,3,765,270,68,0,0,0,0,0,3,2009,WD,Normal,315000
541,60,RL,11000,FR2,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,969,969,GasA,Ex,997,1288,0,2285,4,8,Typ,3,648,0,56,0,0,0,0,0,6,2007,WD,Normal,248000
542,20,RL,10140,Inside,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,TA,PConc,144,1127,379,1650,GasA,Ex,1680,0,0,1680,3,7,Maj1,2,583,78,73,0,0,0,0,0,6,2009,WD,Normal,213250
543,120,RH,4058,Inside,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,TA,PConc,584,139,0,723,GasA,Ex,767,0,0,767,1,4,Typ,1,367,120,40,0,0,0,0,0,6,2007,WD,Normal,133000
544,60,RL,17104,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,554,0,100,654,GasA,Ex,664,832,0,1496,3,7,Typ,2,426,100,24,0,0,0,0,0,9,2006,New,Partial,179665
545,50,RL,13837,Corner,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,Gd,PConc,1002,202,0,1204,GasA,Gd,1377,806,0,2183,4,9,Typ,3,786,0,0,0,0,0,0,0,2,2006,WD,Normal,229000
546,50,RL,8737,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,TA,BrkTil,300,0,765,1065,GasA,Ex,915,720,0,1635,3,6,Typ,2,440,0,38,0,144,0,0,0,5,2007,WD,Normal,210000
547,85,RL,7244,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,Gd,CBlock,619,0,149,768,GasA,Ex,768,0,0,768,2,5,Typ,2,624,104,0,0,0,0,0,0,4,2007,WD,Normal,129500
548,20,RM,8235,Inside,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,Gd,CBlock,180,645,0,825,GasA,TA,825,0,0,825,2,4,Typ,2,720,140,50,0,0,0,0,0,6,2008,WD,Normal,125000
549,60,FV,9375,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,912,912,GasA,Ex,912,1182,0,2094,4,8,Typ,2,615,182,182,0,0,0,0,0,11,2009,WD,Normal,263000
550,120,RL,4043,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,TA,CBlock,559,0,510,1069,GasA,TA,1069,0,0,1069,2,4,Typ,2,440,0,55,0,0,200,0,0,10,2008,COD,Abnorml,140000
551,20,RM,6000,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,TA,CBlock,308,0,620,928,GasA,Gd,928,0,0,928,3,5,Typ,1,288,0,0,0,0,0,0,0,6,2008,WD,Normal,112500
552,20,RL,11146,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1709,1709,GasA,Ex,1717,0,0,1717,3,7,Typ,3,908,169,39,0,0,0,0,0,7,2009,WD,Normal,255500
553,20,RL,8777,Inside,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,0,0,0,0,GasA,Ex,1126,0,0,1126,2,5,Typ,2,520,0,96,0,0,0,0,0,5,2009,WD,Normal,108000
554,60,RL,10625,Inside,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,TA,PConc,866,0,132,998,GasA,Ex,1006,1040,0,2046,3,8,Typ,3,871,320,62,0,0,0,0,0,8,2008,WD,Normal,284000
