Id,MSSubClass,MSZoning,LotArea,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice
907,50,RL,11500,Inside,7,7,1936,1987,223,0,794,1017,1020,1037,0,2057,3,6,1,180,0,0,0,0,322,0,0,6,2006,WD,250000
908,20,RL,8885,Inside,5,5,1983,1983,301,324,239,864,902,0,0,902,2,5,2,484,164,0,0,0,0,0,0,6,2006,WD,131000
909,60,RL,12589,Inside,6,5,2005,2005,0,0,742,742,742,742,0,1484,3,8,2,390,36,24,0,0,0,0,0,6,2009,WD,174000
910,90,RL,11600,Corner,5,5,1960,1960,443,0,662,1105,1105,1169,0,2274,5,12,2,480,0,0,0,0,0,0,0,1,2010,WD,154300
911,20,RL,9286,CulDSac,5,7,1977,1989,196,0,1072,1268,1268,0,0,1268,3,5,1,252,173,0,0,0,0,0,0,10,2009,WD,143500
912,30,RM,6120,Inside,5,7,1925,1950,489,0,279,768,1015,0,0,1015,3,6,1,450,0,0,112,0,120,0,620,7,2006,WD,88000
913,90,RH,6270,Inside,5,6,1949,1950,284,0,717,1001,1001,1001,0,2002,4,8,3,871,0,0,0,0,0,0,0,8,2007,WD,145000
914,160,FV,3000,Inside,6,5,2009,2009,294,0,318,612,612,612,0,1224,2,4,2,528,0,234,0,0,0,0,0,6,2009,New,173733
915,160,RM,2001,Inside,4,5,1970,1970,0,0,546,546,546,546,0,1092,3,6,1,286,0,0,0,0,0,0,0,1,2007,WD,75000
916,20,C (all),9000,Inside,2,3,1949,1950,50,0,430,480,480,0,0,480,1,4,1,308,0,0,0,0,0,0,0,10,2006,WD,35311
917,20,RL,17140,Inside,4,6,1956,1956,1059,0,75,1134,1229,0,0,1229,3,6,1,284,0,0,0,0,0,0,0,4,2009,WD,135000
918,60,RL,13125,Corner,7,5,1991,1991,48,634,422,1104,912,1215,0,2127,4,8,3,833,72,192,224,0,0,0,0,11,2007,WD,238000
919,20,RL,11029,Corner,6,8,1958,2002,528,411,245,1184,1414,0,0,1414,3,6,2,601,0,51,0,0,190,0,0,5,2008,WD,176500
920,60,RL,8462,Inside,6,5,1994,1994,814,0,114,928,936,785,0,1721,3,7,2,471,300,87,0,0,0,0,0,7,2007,WD,201000
921,90,RL,8777,Inside,5,7,1900,2003,1084,0,188,1272,1272,928,0,2200,4,9,0,0,0,70,0,0,0,0,0,9,2008,WD,145900
922,20,RL,10237,Inside,6,5,2005,2006,28,0,1288,1316,1316,0,0,1316,3,6,2,397,100,0,0,23,0,0,0,10,2006,New,169990
923,120,RL,8012,Inside,6,5,1993,1994,165,841,598,1604,1617,0,0,1617,2,5,2,533,0,69,0,0,0,0,0,7,2008,WD,193000
924,20,RL,10240,Inside,6,6,1980,1980,625,1061,0,1686,1686,0,0,1686,3,7,2,612,384,131,0,0,0,0,0,5,2006,WD,207500
925,20,RL,15611,Corner,5,6,1977,1977,767,93,266,1126,1126,0,0,1126,3,6,2,540,180,0,0,0,0,0,0,3,2008,WD,175000
926,60,RL,11999,Inside,8,5,2003,2004,0,0,1181,1181,1234,1140,0,2374,4,10,3,656,104,100,0,0,0,0,0,5,2007,WD,285000
927,60,RL,9900,Inside,7,5,1968,1968,552,0,280,832,1098,880,0,1978,4,9,2,486,0,43,0,0,0,0,0,4,2008,WD,176000
928,20,RL,11838,Inside,8,5,2001,2001,0,0,1753,1753,1788,0,0,1788,3,7,2,522,202,151,0,0,0,0,0,6,2009,WD,236500
929,60,RL,13006,Corner,7,5,1997,1997,0,0,964,964,993,1243,0,2236,4,8,2,642,0,0,0,0,0,0,0,11,2006,WD,222000
930,20,RL,8925,Inside,8,5,2007,2007,16,0,1450,1466,1466,0,0,1466,3,7,3,610,100,18,0,0,0,0,0,7,2009,WD,201000
931,20,RL,9100,Inside,5,6,1965,1965,338,466,121,925,925,0,0,925,2,5,1,429,0,0,0,0,0,0,0,7,2009,WD,117500
932,20,RL,11670,Corner,9,5,2006,2006,0,0,1905,1905,1905,0,0,1905,3,8,3,788,0,191,0,0,0,0,0,3,2007,WD,320000
933,20,RL,8487,FR2,7,5,2004,2004,20,0,1480,1500,1500,0,0,1500,3,6,2,570,192,36,0,0,0,0,0,8,2009,WD,190000
934,20,RL,27650,Inside,7,7,1960,2007,425,0,160,585,2069,0,0,2069,4,9,2,505,0,0,0,0,0,0,0,11,2008,WD,242000
935,30,RL,5825,Inside,4,5,1926,1953,0,0,600,600,747,0,0,747,1,5,2,528,0,0,32,0,0,0,0,6,2006,WD,79900
936,20,RL,10083,Inside,7,5,2003,2003,833,0,343,1176,1200,0,0,1200,2,5,2,555,0,41,0,0,0,0,0,8,2009,WD,184900
937,60,RL,9675,Inside,7,5,2005,2005,341,0,772,1113,1113,858,0,1971,3,8,2,689,0,48,0,0,0,0,0,2,2009,WD,253000
938,60,RL,8760,Inside,7,5,2006,2006,464,0,927,1391,1391,571,0,1962,3,7,3,868,0,90,0,0,0,0,0,8,2006,New,239799
939,70,RL,24090,Inside,7,7,1940,1950,0,0,1032,1032,1207,1196,0,2403,4,10,1,349,56,0,318,0,0,0,0,6,2010,COD,244400
940,90,RL,12640,Inside,6,5,1976,1976,936,396,396,1728,1728,0,0,1728,4,8,2,574,40,0,0,0,0,0,0,7,2006,WD,150900
941,60,RL,8755,FR2,7,5,1999,1999,772,0,220,992,1022,1038,0,2060,3,8,2,390,0,0,0,168,0,0,0,6,2009,WD,214000
942,90,RL,7711,Inside,4,3,1977,1977,1440,0,0,1440,1440,0,0,1440,4,8,0,0,321,0,0,0,0,0,0,8,2007,Oth,150000
943,90,RL,25000,Inside,5,4,1967,1967,0,0,1632,1632,1632,0,0,1632,4,8,2,576,0,0,0,0,0,0,0,6,2007,WD,143000
944,20,RL,14375,CulDSac,6,6,1958,1958,111,354,354,819,1344,0,0,1344,3,7,2,525,0,118,0,0,233,0,0,1,2009,COD,137500
945,50,RM,8820,Corner,5,6,1890,1996,1088,0,0,1088,1188,561,120,1869,2,7,2,456,48,0,244,0,0,0,0,9,2009,WD,124900
946,80,RL,8163,Inside,5,6,1959,1959,748,294,102,1144,1144,0,0,1144,3,6,1,796,86,0,0,0,0,0,0,3,2006,WD,143000
947,20,RL,14536,Inside,8,5,2002,2003,1300,0,316,1616,1629,0,0,1629,3,9,3,808,0,252,0,0,0,0,0,11,2007,WD,270000
948,60,RL,14006,Inside,7,5,2002,2002,0,0,936,936,936,840,0,1776,3,7,2,474,144,96,0,0,0,0,0,2,2006,WD,192500
949,20,RL,9360,Inside,6,7,1972,2006,982,0,179,1161,1381,0,0,1381,3,5,2,676,0,0,0,0,0,0,0,3,2010,WD,197500
950,20,RL,7200,Inside,5,8,1950,2002,398,149,317,864,864,0,0,864,3,5,2,720,194,0,0,0,0,0,0,7,2007,WD,129000
951,20,RH,7800,Corner,5,5,1965,1965,641,0,187,828,965,0,0,965,3,6,1,300,421,0,0,0,0,0,0,7,2006,WD,119900
952,85,RL,7200,Inside,5,8,1972,2003,660,0,108,768,768,0,0,768,2,5,1,396,192,0,0,0,0,0,0,4,2009,WD,133900
953,60,RL,11075,Inside,5,4,1969,1969,562,193,29,784,1168,800,0,1968,4,7,2,530,305,189,0,0,0,0,400,9,2008,WD,172000
954,90,RL,9400,CulDSac,6,5,1975,1975,945,0,0,945,980,0,0,980,4,4,0,0,0,0,0,0,0,0,0,10,2006,WD,127500
955,90,RH,7136,Inside,6,6,1946,1950,484,0,495,979,979,979,0,1958,4,8,2,492,0,0,0,0,0,0,0,8,2007,WD,145000
956,160,RM,1300,Inside,6,6,1980,1980,285,0,276,561,561,668,0,1229,2,5,2,462,150,0,0,0,0,0,0,5,2009,WD,124000
957,20,RL,7420,Inside,5,5,1962,1962,417,0,640,1057,1057,0,0,1057,3,6,2,576,0,0,0,0,0,0,0,4,2007,WD,132000
958,20,RL,8450,Inside,7,5,2003,2003,699,0,638,1337,1337,0,0,1337,3,6,2,531,0,39,0,0,0,0,0,10,2007,WD,185000
959,160,FV,2572,FR2,7,5,1999,1999,604,0,92,696,696,720,0,1416,3,6,2,484,0,44,0,0,0,0,0,5,2010,WD,155000
960,20,RL,7207,Inside,5,7,1958,2008,696,0,162,858,858,0,0,858,2,4,0,0,117,0,0,0,0,0,0,2,2010,WD,116500
961,60,RL,12227,Corner,6,7,1977,1995,896,0,434,1330,1542,1330,0,2872,4,11,2,619,550,282,0,0,0,0,0,7,2008,WD,272000
962,160,RL,2308,Corner,6,6,1976,1976,556,0,248,804,804,744,0,1548,3,7,2,440,48,0,0,0,0,0,0,7,2007,WD,155000
963,20,RL,11923,Corner,9,5,2007,2007,0,0,1800,1800,1800,0,0,1800,2,7,2,702,288,136,0,0,0,0,0,5,2009,WD,239000
964,60,RL,11316,Corner,7,5,2002,2003,624,0,193,817,824,1070,0,1894,4,8,2,510,0,40,0,0,0,0,0,2,2010,WD,214900
965,60,RL,10237,Inside,6,5,2005,2007,0,0,783,783,783,701,0,1484,3,8,2,393,0,72,0,0,0,0,0,7,2007,New,178900
966,50,RL,9600,Inside,5,7,1940,1950,428,0,300,728,976,332,0,1308,2,7,1,256,0,70,0,0,0,0,0,6,2009,WD,160000
967,20,RL,7390,Inside,5,7,1955,1955,902,0,196,1098,1098,0,0,1098,3,6,1,260,0,0,0,0,0,0,0,7,2008,WD,135000
968,50,RM,5925,Inside,3,6,1910,1950,0,0,600,600,600,368,0,968,2,6,0,0,0,0,0,0,0,0,0,5,2009,WD,37900
969,190,RL,10382,Inside,6,5,1958,1958,513,0,75,588,1095,0,0,1095,2,6,1,264,0,0,0,0,0,0,0,3,2006,ConLD,140000
970,50,RL,10800,Inside,4,4,1949,1950,0,0,720,720,720,472,0,1192,4,6,0,0,0,0,0,0,0,0,0,12,2006,WD,135000
971,160,RL,2268,Inside,7,5,2003,2004,567,0,197,764,764,862,0,1626,2,6,2,474,0,27,0,0,0,0,0,7,2009,WD,173000
972,120,RL,7892,Inside,6,5,1979,1979,0,0,918,918,918,0,0,918,2,5,1,264,28,0,0,0,0,0,0,4,2010,WD,99500
973,20,FV,11639,Corner,7,5,2007,2008,0,0,1428,1428,1428,0,0,1428,3,6,2,480,0,120,0,0,0,0,0,12,2008,New,182000
974,70,RL,11414,Corner,7,8,1910,1993,0,0,728,728,1136,883,0,2019,3,8,2,532,509,135,0,0,0,0,0,10,2009,WD,167500
975,160,FV,2651,FR2,7,5,2000,2000,641,0,32,673,673,709,0,1382,3,6,2,490,153,50,0,0,0,0,0,4,2006,WD,165000
976,30,RL,5900,Inside,4,7,1923,1958,0,0,440,440,869,0,0,869,2,4,0,0,0,0,0,0,0,0,0,8,2006,WD,85500
977,120,FV,4274,Inside,7,5,2006,2007,1106,0,135,1241,1241,0,0,1241,1,4,2,569,0,116,0,0,0,0,0,11,2007,New,199900
978,20,RL,9450,Inside,4,5,1954,1954,552,0,342,894,894,0,0,894,3,5,2,400,0,0,0,0,0,0,0,5,2007,WD,110000
979,20,RL,8816,Corner,5,6,1963,1963,651,0,470,1121,1121,0,0,1121,3,5,2,480,0,80,0,0,0,0,0,6,2009,WD,139000
980,85,RL,12122,Corner,7,9,1961,2007,867,0,77,944,999,0,0,999,3,6,2,588,144,76,0,0,0,0,0,7,2008,WD,178400
981,60,RL,12203,Corner,8,5,1998,1999,854,0,371,1225,1276,1336,0,2612,4,8,3,676,250,0,0,0,0,0,0,7,2009,WD,336000
982,20,RL,3182,Inside,7,5,2007,2007,0,0,1266,1266,1266,0,0,1266,2,6,2,388,100,16,0,0,0,0,0,3,2008,WD,159895
983,60,RL,11250,Corner,8,5,2002,2002,0,0,1128,1128,1149,1141,0,2290,4,9,2,779,0,0,0,0,0,0,0,5,2008,WD,255900
984,90,RL,10125,Inside,5,5,1977,1977,0,0,0,0,1302,432,0,1734,4,8,2,539,0,0,0,0,0,0,0,8,2009,COD,126000
985,190,RL,10880,Inside,5,5,1950,1950,1040,0,124,1164,1164,0,0,1164,3,5,1,240,0,48,0,0,0,0,0,8,2008,ConLD,125000
986,50,RM,5310,Corner,6,8,1910,2003,0,0,485,485,1001,634,0,1635,2,5,1,255,394,0,0,0,0,0,0,6,2006,WD,117000
987,20,RL,10159,Inside,9,5,2009,2010,1646,0,284,1930,1940,0,0,1940,3,8,3,606,168,95,0,0,0,0,0,4,2010,New,395192
988,60,RL,12046,Inside,6,6,1976,1976,156,0,692,848,1118,912,0,2030,4,8,2,551,0,224,0,0,0,0,0,6,2007,WD,195000
989,60,FV,8125,Inside,7,5,2006,2006,0,0,770,770,778,798,0,1576,3,6,2,614,0,50,0,0,0,0,0,8,2006,New,197000
990,60,RL,9452,Inside,8,5,1997,1998,1074,0,322,1396,1407,985,0,2392,3,7,3,870,0,70,0,0,0,0,0,6,2006,WD,348000
991,70,RM,17671,Corner,8,9,1882,1986,216,0,700,916,916,826,0,1742,4,8,2,424,0,169,0,0,0,0,0,11,2009,WD,168000
992,60,RL,9760,Inside,6,8,1964,1993,536,117,169,822,1020,831,0,1851,3,7,2,440,239,42,0,0,0,0,0,7,2007,WD,187000
993,60,RL,8846,Inside,6,5,2005,2006,0,0,750,750,750,750,0,1500,3,6,2,564,0,35,0,0,0,0,0,8,2006,New,173900
994,20,RL,12456,FR2,10,5,2006,2007,1172,0,528,1700,1718,0,0,1718,3,7,3,786,216,48,0,0,0,0,0,7,2009,WD,337500
995,50,RL,4712,Inside,4,7,1946,1950,384,0,363,747,774,456,0,1230,3,5,1,305,0,57,0,0,63,0,0,8,2006,WD,121600
996,20,RL,10659,Inside,5,6,1961,1961,915,0,135,1050,1050,0,0,1050,3,6,1,368,0,319,0,0,0,0,0,1,2006,COD,136500
997,20,RL,11717,Inside,6,6,1970,1970,0,0,1442,1442,1442,0,0,1442,2,6,2,615,371,0,0,0,0,0,0,2,2009,WD,185000
998,30,RM,9786,Inside,3,4,1922,1950,0,0,1007,1007,1077,0,0,1077,3,6,1,210,0,100,48,0,0,0,0,5,2006,WD,91000
999,20,RL,6762,Inside,7,5,2006,2006,686,0,501,1187,1208,0,0,1208,2,6,2,632,105,61,0,0,0,0,0,2,2010,WD,206000
1000,20,RL,10206,Corner,3,3,1952,1952,0,0,0,0,944,0,0,944,2,4,2,528,0,0,0,0,0,0,0,7,2009,WD,82000
1001,30,RL,5400,Corner,5,6,1920,1950,0,0,691,691,691,0,0,691,2,4,1,216,0,20,94,0,0,0,0,1,2007,WD,86000
1002,20,RL,11957,Inside,8,5,2006,2006,24,0,1550,1574,1574,0,0,1574,3,7,3,824,144,104,0,0,0,0,0,7,2008,WD,232000
1003,90,RL,11500,Corner,5,6,1976,1976,0,0,1680,1680,1680,0,0,1680,4,8,2,528,0,0,0,0,0,0,0,6,2007,WD,136905
1004,120,RL,3182,Inside,7,5,2005,2006,16,0,1330,1346,1504,0,0,1504,1,7,2,457,156,0,0,0,0,0,0,5,2009,WD,181000
1005,80,RL,8385,Inside,5,8,1977,1977,595,0,390,985,985,0,0,985,3,6,1,328,210,0,0,0,0,0,0,11,2008,WD,149900
1006,20,RL,12155,Inside,6,3,1970,1970,1237,0,420,1657,1657,0,0,1657,3,7,2,484,0,0,0,0,147,0,0,3,2007,WD,163500
1007,160,RM,2217,Inside,4,4,1970,1970,273,273,0,546,546,546,0,1092,3,6,1,286,238,0,0,0,0,0,0,8,2009,WD,88000
1008,20,RL,12118,CulDSac,7,5,2004,2005,0,0,1710,1710,1710,0,0,1710,3,7,2,550,100,48,0,0,180,0,0,4,2009,WD,240000
1009,50,RL,6000,Inside,5,5,1926,1950,0,0,1008,1008,1008,0,514,1522,4,7,0,0,0,0,138,0,0,0,0,6,2006,WD,102000
1010,50,RL,21286,Inside,5,5,1948,1950,0,0,720,720,720,551,0,1271,4,7,1,312,0,0,108,0,0,0,0,8,2008,WD,135000
1011,90,RL,9825,Inside,5,5,1965,1965,0,0,0,0,1664,0,0,1664,4,8,0,0,0,0,0,0,0,0,0,5,2010,WD,100000
1012,70,RL,10592,Inside,6,7,1923,1996,0,0,602,602,900,602,0,1502,3,7,1,180,96,0,112,0,53,0,0,8,2007,WD,165000
1013,30,RM,7200,Inside,5,4,1910,2006,247,465,310,1022,1022,0,0,1022,2,4,1,280,0,30,226,0,0,0,0,6,2009,WD,85000
1014,20,RL,11664,Inside,6,5,1948,1950,336,0,746,1082,1082,0,0,1082,2,5,1,240,0,130,0,0,0,0,0,11,2007,WD,119200
1015,60,RL,8400,Inside,8,6,2001,2001,643,0,167,810,810,855,0,1665,3,6,2,528,0,45,0,0,0,0,0,11,2009,WD,227000
1016,20,RL,11883,Inside,7,5,1996,1996,690,0,814,1504,1504,0,0,1504,3,6,2,478,115,66,0,0,0,0,0,6,2009,WD,203000
1017,120,RL,5814,CulDSac,8,5,1984,1984,1036,0,184,1220,1360,0,0,1360,1,4,2,565,63,0,0,0,0,0,0,8,2009,COD,187500
1018,80,RL,10784,FR2,7,5,1991,1992,0,0,384,384,802,670,0,1472,3,7,2,402,164,0,0,0,0,0,0,5,2007,WD,160000
1019,120,RL,3013,Inside,7,5,2005,2005,16,0,1346,1362,1506,0,0,1506,2,6,2,440,142,20,0,0,0,0,0,4,2006,WD,213490
1020,20,RL,7024,Inside,4,5,2005,2005,1024,0,108,1132,1132,0,0,1132,2,5,2,451,252,64,0,0,0,0,0,6,2008,WD,176000
1021,20,RL,7406,Inside,7,5,2006,2006,684,0,515,1199,1220,0,0,1220,2,6,2,632,105,54,0,0,0,0,0,7,2006,New,194000
1022,50,RM,9439,Inside,5,5,1930,1950,324,0,588,912,912,336,0,1248,2,6,1,160,0,0,192,0,0,0,0,3,2007,WD,87000
1023,120,RL,3182,Inside,7,5,2005,2006,16,0,1330,1346,1504,0,0,1504,2,7,2,437,156,20,0,0,0,0,0,5,2008,WD,191000
1024,20,RL,15498,Corner,8,6,1976,1976,1165,400,0,1565,2898,0,0,2898,2,10,2,665,0,72,174,0,0,0,0,5,2008,COD,287000
1025,20,RL,7700,Corner,5,5,1972,1972,138,468,276,882,882,0,0,882,3,5,2,461,96,0,0,0,0,0,0,3,2007,WD,112500
1026,20,RL,9300,Inside,5,5,1960,1960,697,0,571,1268,1264,0,0,1264,3,6,2,461,0,0,0,0,143,0,0,4,2010,WD,167500
1027,20,RL,9520,Inside,8,5,2007,2008,1513,0,125,1638,1646,0,0,1646,3,7,3,800,192,44,0,0,0,0,0,4,2008,New,293077
1028,50,RL,9492,Inside,5,5,1941,1950,368,41,359,768,968,408,0,1376,3,6,1,240,0,0,0,0,0,0,0,4,2007,WD,105000
1029,160,RM,1680,Inside,6,7,1972,1972,317,0,355,672,672,546,0,1218,3,7,1,264,0,28,0,0,0,0,0,5,2006,WD,118000
1030,190,RH,7082,Inside,5,8,1916,1995,0,0,686,686,948,980,0,1928,5,10,0,0,0,0,228,0,0,0,0,7,2006,WD,160000
1031,75,RL,15863,Corner,7,3,1920,1970,523,0,301,824,1687,998,397,3082,5,12,2,672,136,63,0,0,0,0,0,8,2009,WD,197000
1032,60,RL,14541,Corner,8,7,1993,1993,1012,0,326,1338,1352,1168,0,2520,5,10,3,796,209,55,0,0,0,0,0,11,2006,WD,310000
1033,20,RL,8125,Inside,7,5,2002,2002,986,0,668,1654,1654,0,0,1654,3,6,3,900,0,136,0,0,0,0,0,2,2006,WD,230000
1034,30,RL,6305,Inside,5,7,1938,1950,0,0,920,920,954,0,0,954,2,5,1,240,0,0,0,0,0,0,0,6,2007,WD,119750
1035,20,RL,11500,CulDSac,4,3,1957,1957,0,0,0,0,845,0,0,845,3,5,1,290,186,0,0,0,0,0,0,1,2009,WD,84000
1036,20,RL,12898,Inside,9,5,2007,2008,1022,0,598,1620,1620,0,0,1620,2,6,3,912,228,0,0,0,0,0,0,9,2009,WD,315500
1037,60,RL,9240,Inside,8,5,2001,2002,0,0,1055,1055,1055,1208,0,2263,3,7,2,905,0,45,0,0,189,0,0,9,2008,WD,287000
1038,160,RM,1533,Inside,4,6,1970,2008,0,0,546,546,798,546,0,1344,3,6,0,0,0,0,0,0,0,0,0,5,2009,WD,97000
1039,180,RM,1477,Inside,4,4,1970,1970,509,0,121,630,630,0,0,630,1,3,1,286,0,0,0,0,0,0,0,4,2009,WD,80000
1040,20,RL,13125,Corner,5,4,1957,2000,168,682,284,1134,1803,0,0,1803,3,8,2,484,0,0,0,0,0,0,0,1,2006,WD,155000
1041,60,RL,9130,Inside,6,8,1966,2000,400,64,336,800,800,832,0,1632,4,7,2,484,0,40,0,0,0,0,0,7,2008,WD,173000
1042,120,RL,5381,Inside,6,5,2005,2005,900,0,406,1306,1306,0,0,1306,1,5,2,624,170,63,0,0,0,0,0,8,2009,WD,196000
1043,60,RL,11839,Inside,7,5,1990,1990,1085,0,390,1475,1532,797,0,2329,4,10,2,514,192,121,0,0,0,0,0,5,2008,WD,262280
1044,20,RL,9600,Inside,8,5,1981,1981,1104,0,1420,2524,2524,0,0,2524,4,9,2,542,474,120,0,0,0,0,0,7,2009,WD,278000
1045,20,RL,13680,CulDSac,3,5,1955,1955,0,0,0,0,1733,0,0,1733,4,8,2,452,0,0,0,0,0,0,0,6,2009,WD,139600
1046,60,RL,16056,Inside,9,5,2005,2006,240,0,1752,1992,1992,876,0,2868,4,11,3,716,214,108,0,0,0,0,0,7,2006,New,556581
1047,20,RL,9245,Inside,5,5,1994,1995,686,0,304,990,990,0,0,990,3,5,2,672,0,0,0,0,0,0,0,2,2008,WD,145000
1048,20,RL,21750,Inside,5,4,1960,2006,0,0,0,0,1771,0,0,1771,3,9,2,336,0,0,0,0,0,0,0,11,2009,WD,115000
1049,20,RL,11100,Inside,4,7,1946,2006,0,0,0,0,930,0,0,930,2,6,1,308,0,0,0,0,0,0,0,4,2010,WD,84900
1050,20,RL,8993,Inside,7,5,2007,2007,0,0,1302,1302,1302,0,0,1302,3,6,2,436,0,22,0,0,0,0,0,8,2007,New,176485
1051,20,RL,11175,Corner,7,5,2007,2007,0,0,1316,1316,1316,0,0,1316,3,6,2,440,0,20,0,0,0,0,0,10,2007,New,200141
1052,60,RL,9500,Corner,6,6,1964,1978,442,0,374,816,1127,850,0,1977,4,9,2,540,0,52,0,0,0,0,0,6,2007,WD,165000
1053,20,RL,8562,Inside,5,6,1957,2002,383,0,833,1216,1526,0,0,1526,4,7,1,364,116,78,0,0,0,0,0,5,2010,WD,144500
1054,60,RL,11367,Corner,8,5,2002,2002,932,0,133,1065,1091,898,0,1989,3,7,2,586,199,60,0,0,0,0,0,11,2006,WD,255000
1055,20,RL,11361,Inside,6,5,1976,1976,644,0,549,1193,1523,0,0,1523,3,7,2,478,0,0,0,0,189,0,0,5,2008,COD,180000
1056,120,RL,7052,Inside,7,5,2005,2005,659,0,705,1364,1364,0,0,1364,2,6,2,484,192,36,0,0,0,0,0,6,2006,WD,185850
1057,60,RL,29959,FR2,7,6,1994,1994,595,0,378,973,979,871,0,1850,3,7,2,467,168,98,0,0,0,0,0,1,2009,WD,248000
1058,60,RL,11308,Inside,9,5,2008,2008,936,0,168,1104,1130,1054,0,2184,3,10,3,836,0,102,0,0,0,0,0,7,2009,WD,335000
1059,50,RL,11275,Corner,6,7,1932,1950,297,557,0,854,1096,895,0,1991,3,7,2,432,0,0,19,0,0,0,0,3,2007,WD,220000
1060,120,RL,4920,Inside,8,5,2001,2001,616,0,722,1338,1338,0,0,1338,2,6,2,582,0,0,170,0,0,0,0,4,2010,WD,213500
1061,30,C (all),18000,Inside,3,4,1935,1950,0,0,894,894,894,0,0,894,2,6,3,1248,0,20,0,0,0,0,560,8,2008,ConLD,81000
1062,190,RM,13600,Inside,5,5,1900,1950,0,0,662,662,1422,915,0,2337,5,10,2,560,0,57,0,0,0,0,0,9,2007,WD,90000
1063,30,RM,6000,Inside,6,6,1925,1980,397,0,706,1103,1103,0,0,1103,2,5,2,440,166,120,0,0,0,0,0,7,2006,WD,110500
1064,20,RL,11000,CulDSac,5,6,1966,1966,740,230,184,1154,1154,0,0,1154,3,6,2,480,0,58,0,0,0,0,0,11,2009,WD,154000
1065,60,RL,14000,Inside,7,5,1996,1997,1201,0,105,1306,1306,954,0,2260,3,7,2,533,296,44,0,0,0,0,0,4,2010,WD,328000
1066,60,RL,7837,Inside,6,7,1993,1994,0,0,799,799,799,772,0,1571,3,7,2,380,0,40,0,0,0,0,0,5,2009,WD,178000
1067,60,RL,9760,Inside,6,6,1964,1964,674,106,0,780,798,813,0,1611,4,7,2,442,328,128,0,0,189,0,0,6,2008,WD,167900
1068,160,RM,3964,Inside,6,4,1973,1973,837,0,105,942,1291,1230,0,2521,5,10,2,576,728,20,0,0,0,0,0,6,2006,WD,151400
1069,45,RL,9600,Inside,5,7,1949,2003,220,0,625,845,893,0,0,893,2,4,2,576,0,0,0,0,0,0,0,5,2007,WD,135000
1070,20,RL,10152,Inside,5,5,1956,1956,586,0,462,1048,1048,0,0,1048,3,6,1,286,0,20,0,0,192,0,0,6,2007,WD,135000
1071,60,RL,11700,Inside,6,6,1968,1968,298,0,429,727,829,727,0,1556,4,8,2,441,0,0,0,0,0,0,0,5,2009,WD,154000
1072,50,RL,7585,Inside,5,3,1948,1950,0,0,810,810,1002,454,0,1456,4,7,1,280,0,0,0,0,0,0,0,8,2006,WD,91500
1073,60,RL,7950,Corner,6,6,1977,1977,535,0,155,690,698,728,0,1426,3,6,2,440,252,0,0,0,0,0,0,7,2009,WD,159500
1074,20,RL,8556,Inside,7,5,2006,2006,0,0,1240,1240,1240,0,0,1240,2,5,3,826,140,93,0,0,0,0,0,5,2007,WD,194000
1075,70,RL,13125,Inside,7,6,1940,1984,410,0,390,800,960,780,0,1740,3,6,1,240,0,0,0,0,0,0,0,7,2007,CWD,219500
1076,50,RL,10800,Inside,5,8,1936,1989,626,0,170,796,1096,370,0,1466,3,7,2,566,436,21,0,0,0,0,500,4,2006,WD,170000
1077,20,RL,15870,Corner,5,5,1969,1969,75,791,230,1096,1096,0,0,1096,3,6,1,299,240,32,0,0,0,0,0,3,2006,WD,138800
1078,120,RM,4435,Inside,6,5,2004,2004,662,0,186,848,848,0,0,848,1,3,2,420,140,0,0,0,0,0,0,5,2006,WD,155900
1079,20,RL,8775,Inside,5,5,1994,1994,495,0,495,990,990,0,0,990,3,5,1,299,0,64,0,0,0,0,0,4,2007,WD,126000
1080,20,RL,11040,Inside,6,7,1971,2004,656,0,602,1258,1258,0,0,1258,3,5,2,528,55,0,0,216,0,0,0,10,2008,COD,145000
1081,20,RL,7500,Corner,5,5,1963,1963,824,0,216,1040,1040,0,0,1040,3,5,1,308,0,0,220,0,0,0,0,6,2010,WD,133000
1082,20,RL,8749,Inside,7,5,2002,2002,0,0,1459,1459,1459,0,0,1459,3,6,2,527,192,39,0,0,0,0,0,9,2007,WD,192000
1083,20,RL,8800,Inside,6,6,1964,1964,553,0,698,1251,1251,0,0,1251,3,6,1,461,0,116,0,0,0,0,700,3,2006,WD,160000
1084,60,RL,13031,Corner,6,5,1995,1996,592,0,99,691,691,807,0,1498,3,6,2,409,315,44,0,0,0,0,0,7,2006,WD,187500
1085,85,RL,9069,Inside,6,6,1992,1992,747,0,189,936,996,0,0,996,2,5,2,564,120,0,0,0,0,0,0,4,2010,WD,147000
1086,160,RM,1974,Inside,4,5,1973,1973,334,0,212,546,546,546,0,1092,3,6,1,286,120,96,0,0,0,0,0,5,2010,WD,83500
1087,60,FV,10574,Inside,8,5,2005,2006,0,0,1082,1082,1082,871,0,1953,3,9,3,1043,160,50,0,0,0,0,0,5,2009,WD,252000
